# Shopify Product Taxonomy - Categories: 2025-03-rc1
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animale și articole pentru animale de companie
gid://shopify/TaxonomyCategory/aa-2-17-16        : Îmbrăcăminte și accesorii > Accesorii vestimentare > Pălării și căciuli > Căciuli de iarnă
gid://shopify/TaxonomyCategory/aa-2-18           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Articole pentru cap
gid://shopify/TaxonomyCategory/aa-2-18-1         : Îmbrăcăminte și accesorii > Accesorii vestimentare > Articole pentru cap > Pălării cu pene
gid://shopify/TaxonomyCategory/aa-2-18-2         : Îmbrăcăminte și accesorii > Accesorii vestimentare > Articole pentru cap > Acoperăminte pentru cap
gid://shopify/TaxonomyCategory/aa-2-18-3         : Îmbrăcăminte și accesorii > Accesorii vestimentare > Articole pentru cap > Turbane
gid://shopify/TaxonomyCategory/aa-2-19           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Jambiere
gid://shopify/TaxonomyCategory/aa-2-20           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Ghirlande de flori
gid://shopify/TaxonomyCategory/aa-2-21           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Curele pentru gravide și benzi de susținere
gid://shopify/TaxonomyCategory/aa-2-22           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Fulare pe gât
gid://shopify/TaxonomyCategory/aa-2-23           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Cravate
gid://shopify/TaxonomyCategory/aa-2-24           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Insigne
gid://shopify/TaxonomyCategory/aa-2-25           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Eșarfe tip curea
gid://shopify/TaxonomyCategory/aa-2-26           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Eșarfe și șaluri
gid://shopify/TaxonomyCategory/aa-2-27           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Ochelari de soare
gid://shopify/TaxonomyCategory/aa-2-28           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Bretele
gid://shopify/TaxonomyCategory/aa-2-29           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Cleme de cravată
gid://shopify/TaxonomyCategory/aa-2-31           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Accesorii vestimentare tradiționale
gid://shopify/TaxonomyCategory/aa-2-30           : Îmbrăcăminte și accesorii > Accesorii vestimentare > Manșete elastice
gid://shopify/TaxonomyCategory/aa-3              : Îmbrăcăminte și accesorii > Costume și accesorii
gid://shopify/TaxonomyCategory/aa-3-1            : Îmbrăcăminte și accesorii > Costume și accesorii > Accesorii pentru costume
gid://shopify/TaxonomyCategory/aa-3-2            : Îmbrăcăminte și accesorii > Costume și accesorii > Pantofi costum
gid://shopify/TaxonomyCategory/aa-3-3            : Îmbrăcăminte și accesorii > Costume și accesorii > Costume
gid://shopify/TaxonomyCategory/aa-3-3-1          : Îmbrăcăminte și accesorii > Costume și accesorii > Costume > Rochii costum
gid://shopify/TaxonomyCategory/aa-3-3-2          : Îmbrăcăminte și accesorii > Costume și accesorii > Costume > Seturi costum
gid://shopify/TaxonomyCategory/aa-3-4            : Îmbrăcăminte și accesorii > Costume și accesorii > Măști
gid://shopify/TaxonomyCategory/aa-4              : Îmbrăcăminte și accesorii > Accesorii pentru genți și portofele
gid://shopify/TaxonomyCategory/aa-4-1            : Îmbrăcăminte și accesorii > Accesorii pentru genți și portofele > Brelocuri
gid://shopify/TaxonomyCategory/aa-4-2            : Îmbrăcăminte și accesorii > Accesorii pentru genți și portofele > Șnururi
gid://shopify/TaxonomyCategory/aa-4-3            : Îmbrăcăminte și accesorii > Accesorii pentru genți și portofele > Lanțuri pentru portofele
gid://shopify/TaxonomyCategory/aa-5              : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse
gid://shopify/TaxonomyCategory/aa-5-1            : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Suporturi pentru ecusoane și permise
gid://shopify/TaxonomyCategory/aa-5-2            : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Huse pentru cărți de vizită
gid://shopify/TaxonomyCategory/aa-5-3            : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Coperți carnet de cecuri
gid://shopify/TaxonomyCategory/aa-5-4            : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână
gid://shopify/TaxonomyCategory/aa-5-4-1          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți baguette
gid://shopify/TaxonomyCategory/aa-5-4-2          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți cilindrice
gid://shopify/TaxonomyCategory/aa-5-4-3          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți de plajă
gid://shopify/TaxonomyCategory/aa-5-4-4          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți bucket
gid://shopify/TaxonomyCategory/aa-5-4-5          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Poșete plic
gid://shopify/TaxonomyCategory/aa-5-4-6          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți convertibile
gid://shopify/TaxonomyCategory/aa-5-4-7          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți crossbody
gid://shopify/TaxonomyCategory/aa-5-4-8          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți doctor
gid://shopify/TaxonomyCategory/aa-5-4-9          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Poșete plic
gid://shopify/TaxonomyCategory/aa-5-4-10         : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Poșete pliabile
gid://shopify/TaxonomyCategory/aa-5-4-11         : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți în formă de semilună
gid://shopify/TaxonomyCategory/aa-5-4-12         : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți hobo
gid://shopify/TaxonomyCategory/aa-5-4-13         : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Poșete tip portofel
gid://shopify/TaxonomyCategory/aa-5-4-14         : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Poșete și genți tip manșon
gid://shopify/TaxonomyCategory/aa-5-4-15         : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți de șa
gid://shopify/TaxonomyCategory/aa-5-4-16         : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți tip ghiozdan
gid://shopify/TaxonomyCategory/aa-5-4-17         : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Ghiozdane
gid://shopify/TaxonomyCategory/aa-5-4-18         : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți pentru cumpărături
gid://shopify/TaxonomyCategory/aa-5-4-19         : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți de umăr
gid://shopify/TaxonomyCategory/aa-5-4-20         : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Genți de mână > Genți trapezoidale
gid://shopify/TaxonomyCategory/aa-5-5            : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Portofele și agrafe pentru bani
gid://shopify/TaxonomyCategory/aa-5-5-2          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Portofele și agrafe pentru bani > Huse pentru carduri
gid://shopify/TaxonomyCategory/aa-5-5-3          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Portofele și agrafe pentru bani > Portmonee
gid://shopify/TaxonomyCategory/aa-5-5-4          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Portofele și agrafe pentru bani > Suporturi chei
gid://shopify/TaxonomyCategory/aa-5-5-5          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Portofele și agrafe pentru bani > Huse gât
gid://shopify/TaxonomyCategory/aa-5-5-6          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Portofele și agrafe pentru bani > Portofele de călătorie
gid://shopify/TaxonomyCategory/aa-5-5-7          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Portofele și agrafe pentru bani > Portofele
gid://shopify/TaxonomyCategory/aa-5-5-8          : Îmbrăcăminte și accesorii > Genți de mână, portofele și huse > Portofele și agrafe pentru bani > Poșete de mână
gid://shopify/TaxonomyCategory/aa-6              : Îmbrăcăminte și accesorii > Bijuterii
gid://shopify/TaxonomyCategory/aa-6-1            : Îmbrăcăminte și accesorii > Bijuterii > Brățări pentru gleznă
gid://shopify/TaxonomyCategory/aa-6-2            : Îmbrăcăminte și accesorii > Bijuterii > Bijuterii pentru corp
gid://shopify/TaxonomyCategory/aa-6-3            : Îmbrăcăminte și accesorii > Bijuterii > Brățări
gid://shopify/TaxonomyCategory/aa-6-4            : Îmbrăcăminte și accesorii > Bijuterii > Broșe și ace de rever
gid://shopify/TaxonomyCategory/aa-6-5            : Îmbrăcăminte și accesorii > Bijuterii > Amulete și pandantive
gid://shopify/TaxonomyCategory/aa-6-6            : Îmbrăcăminte și accesorii > Bijuterii > Cercei
gid://shopify/TaxonomyCategory/aa-6-7            : Îmbrăcăminte și accesorii > Bijuterii > Seturi de bijuterii
gid://shopify/TaxonomyCategory/aa-6-8            : Îmbrăcăminte și accesorii > Bijuterii > Coliere
gid://shopify/TaxonomyCategory/aa-6-9            : Îmbrăcăminte și accesorii > Bijuterii > Inele
gid://shopify/TaxonomyCategory/aa-6-12           : Îmbrăcăminte și accesorii > Bijuterii > Ceasuri inteligente
gid://shopify/TaxonomyCategory/aa-6-10           : Îmbrăcăminte și accesorii > Bijuterii > Accesorii pentru ceasuri
gid://shopify/TaxonomyCategory/aa-6-10-1         : Îmbrăcăminte și accesorii > Bijuterii > Accesorii pentru ceasuri > Curele de ceas
gid://shopify/TaxonomyCategory/aa-6-10-2         : Îmbrăcăminte și accesorii > Bijuterii > Accesorii pentru ceasuri > Autocolante și decorațiuni pentru ceasuri
gid://shopify/TaxonomyCategory/aa-6-10-3         : Îmbrăcăminte și accesorii > Bijuterii > Accesorii pentru ceasuri > Dispozitive pentru întors ceasurile
gid://shopify/TaxonomyCategory/aa-6-11           : Îmbrăcăminte și accesorii > Bijuterii > Ceasuri
gid://shopify/TaxonomyCategory/aa-7              : Îmbrăcăminte și accesorii > Accesorii pentru încălțăminte
gid://shopify/TaxonomyCategory/aa-7-1            : Îmbrăcăminte și accesorii > Accesorii pentru încălțăminte > Căptușeli pentru încălțăminte
gid://shopify/TaxonomyCategory/aa-7-2            : Îmbrăcăminte și accesorii > Accesorii pentru încălțăminte > Ghetre
gid://shopify/TaxonomyCategory/aa-7-3            : Îmbrăcăminte și accesorii > Accesorii pentru încălțăminte > Huse de protecție pentru încălțăminte
gid://shopify/TaxonomyCategory/aa-7-4            : Îmbrăcăminte și accesorii > Accesorii pentru încălțăminte > Crampoane pentru încălțăminte
gid://shopify/TaxonomyCategory/aa-7-5            : Îmbrăcăminte și accesorii > Accesorii pentru încălțăminte > Inserții pentru pantofi
gid://shopify/TaxonomyCategory/aa-7-5-1          : Îmbrăcăminte și accesorii > Accesorii pentru încălțăminte > Inserții pentru pantofi > Inserții antiderapante
gid://shopify/TaxonomyCategory/aa-7-5-2          : Îmbrăcăminte și accesorii > Accesorii pentru încălțăminte > Inserții pentru pantofi > Suporturi boltă
gid://shopify/TaxonomyCategory/aa-7-5-3          : Îmbrăcăminte și accesorii > Accesorii pentru încălțăminte > Inserții pentru pantofi > Pernițe cu gel
gid://shopify/TaxonomyCategory/aa-7-5-4          : Îmbrăcăminte și accesorii > Accesorii pentru încălțăminte > Inserții pentru pantofi > Pernițe pentru călcâi
gid://shopify/TaxonomyCategory/aa-7-6            : Îmbrăcăminte și accesorii > Accesorii pentru încălțăminte > Șireturi
gid://shopify/TaxonomyCategory/aa-7-7            : Îmbrăcăminte și accesorii > Accesorii pentru încălțăminte > Pinteni
gid://shopify/TaxonomyCategory/aa-8              : Îmbrăcăminte și accesorii > Pantofi
gid://shopify/TaxonomyCategory/aa-8-1            : Îmbrăcăminte și accesorii > Pantofi > Șosete lungi
gid://shopify/TaxonomyCategory/aa-8-2            : Îmbrăcăminte și accesorii > Pantofi > Pantofi pentru bebeluși și copii mici
gid://shopify/TaxonomyCategory/aa-8-2-4          : Îmbrăcăminte și accesorii > Pantofi > Pantofi pentru bebeluși și copii mici > Pantofi de atletism pentru bebeluși și copii mici
gid://shopify/TaxonomyCategory/aa-8-2-1          : Îmbrăcăminte și accesorii > Pantofi > Pantofi pentru bebeluși și copii mici > Cizme pentru bebeluși și copii mici
gid://shopify/TaxonomyCategory/aa-8-2-2          : Îmbrăcăminte și accesorii > Pantofi > Pantofi pentru bebeluși și copii mici > Sandale pentru bebeluși și copii mici
gid://shopify/TaxonomyCategory/aa-8-2-5          : Îmbrăcăminte și accesorii > Pantofi > Pantofi pentru bebeluși și copii mici > Pantofi sport pentru bebeluși și copii mici
gid://shopify/TaxonomyCategory/aa-8-2-6          : Îmbrăcăminte și accesorii > Pantofi > Pantofi pentru bebeluși și copii mici > Primii pași/mers de-a bușilea
gid://shopify/TaxonomyCategory/aa-8-3            : Îmbrăcăminte și accesorii > Pantofi > Cizme
gid://shopify/TaxonomyCategory/aa-8-9            : Îmbrăcăminte și accesorii > Pantofi > Balerini
gid://shopify/TaxonomyCategory/aa-8-10           : Îmbrăcăminte și accesorii > Pantofi > Pantofi cu toc
gid://shopify/TaxonomyCategory/aa-8-6            : Îmbrăcăminte și accesorii > Pantofi > Sandale
gid://shopify/TaxonomyCategory/aa-8-7            : Îmbrăcăminte și accesorii > Pantofi > Papuci de casă
gid://shopify/TaxonomyCategory/aa-8-8            : Îmbrăcăminte și accesorii > Pantofi > Pantofi sport
gid://shopify/TaxonomyCategory/ae                : Artă și divertisment
gid://shopify/TaxonomyCategory/ae-1              : Artă și divertisment > Bilete pentru evenimente
gid://shopify/TaxonomyCategory/ae-2              : Artă și divertisment > Hobby-uri și artă
gid://shopify/TaxonomyCategory/ae-2-1            : Artă și divertisment > Hobby-uri și artă > Artizanat
gid://shopify/TaxonomyCategory/ae-2-1-1          : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-1-1        : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat > Seturi pentru crearea de lumânări
gid://shopify/TaxonomyCategory/ae-2-1-1-2        : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat > Seturi de desen și pictură
gid://shopify/TaxonomyCategory/ae-2-1-1-3        : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat > Seturi pentru repararea țesăturilor
gid://shopify/TaxonomyCategory/ae-2-1-1-4        : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat > Seturi pentru crearea de produse pe bază de tămâie
gid://shopify/TaxonomyCategory/ae-2-1-1-5        : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat > Seturi pentru crearea de bijuterii
gid://shopify/TaxonomyCategory/ae-2-1-1-6        : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat > Seturi de mozaic
gid://shopify/TaxonomyCategory/ae-2-1-1-7        : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat > Seturi pentru cusut
gid://shopify/TaxonomyCategory/ae-2-1-1-10       : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat > Seturi pentru crearea parfumurilor
gid://shopify/TaxonomyCategory/ae-2-1-1-8        : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat > Seturi albume și ștampilare
gid://shopify/TaxonomyCategory/ae-2-1-1-9        : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat > Seturi pentru crearea de jucării
gid://shopify/TaxonomyCategory/ae-2-1-1-9-1      : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat > Seturi pentru crearea de jucării > Seturi pentru crearea de păpuși
gid://shopify/TaxonomyCategory/ae-2-1-1-9-2      : Artă și divertisment > Hobby-uri și artă > Artizanat > Seturi pentru proiecte de artizanat > Seturi pentru crearea de jucării > Seturi pentru crearea de jucării din lemn
gid://shopify/TaxonomyCategory/ae-2-1-2          : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-1        : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Hârtie pentru artă/artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-1-1      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Hârtie pentru artă/artizanat > Carton și hârtie pentru albume
gid://shopify/TaxonomyCategory/ae-2-1-2-1-1-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Hârtie pentru artă/artizanat > Carton și hârtie pentru albume > Carton
gid://shopify/TaxonomyCategory/ae-2-1-2-1-1-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Hârtie pentru artă/artizanat > Carton și hârtie pentru albume > Hârtie pentru albume
gid://shopify/TaxonomyCategory/ae-2-1-2-1-2      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Hârtie pentru artă/artizanat > Hârtie pentru construcții
gid://shopify/TaxonomyCategory/ae-2-1-2-1-3      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Hârtie pentru artă/artizanat > Folie pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-1-4      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Hârtie pentru artă/artizanat > Hârtie pentru desen și pictură
gid://shopify/TaxonomyCategory/ae-2-1-2-1-5      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Hârtie pentru artă/artizanat > Hârtie pentru origami
gid://shopify/TaxonomyCategory/ae-2-1-2-1-6      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Hârtie pentru artă/artizanat > Hârtie de transfer
gid://shopify/TaxonomyCategory/ae-2-1-2-1-7      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Hârtie pentru artă/artizanat > Hârtie velină
gid://shopify/TaxonomyCategory/ae-2-1-2-2        : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-2-1      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Nasturi și capse
gid://shopify/TaxonomyCategory/ae-2-1-2-2-1-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Nasturi și capse > Nasturi
gid://shopify/TaxonomyCategory/ae-2-1-2-2-1-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Nasturi și capse > Capse
gid://shopify/TaxonomyCategory/ae-2-1-2-2-2      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Agrafe și cârlige
gid://shopify/TaxonomyCategory/ae-2-1-2-2-3      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Ochiuri și urechi
gid://shopify/TaxonomyCategory/ae-2-1-2-2-3-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Ochiuri și urechi > Ochiuri
gid://shopify/TaxonomyCategory/ae-2-1-2-2-3-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Ochiuri și urechi > Urechi
gid://shopify/TaxonomyCategory/ae-2-1-2-2-3-3    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Ochiuri și urechi > Închizători „babă și moș”
gid://shopify/TaxonomyCategory/ae-2-1-2-2-4      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Închizătoare cu „scai”
gid://shopify/TaxonomyCategory/ae-2-1-2-2-4-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Închizătoare cu „scai” > Închizători cu „scai” cu adeziv
gid://shopify/TaxonomyCategory/ae-2-1-2-2-4-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Închizătoare cu „scai” > Închizători cu „scai” cu aplicare prin călcat
gid://shopify/TaxonomyCategory/ae-2-1-2-2-4-3    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Închizătoare cu „scai” > Închizători cu „scai” autoadezive
gid://shopify/TaxonomyCategory/ae-2-1-2-2-4-4    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Închizătoare cu „scai” > Închizători cu „scai” aplicate prin coasere
gid://shopify/TaxonomyCategory/ae-2-1-2-2-5      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Cheițe fermoar
gid://shopify/TaxonomyCategory/ae-2-1-2-2-6      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Fermoare
gid://shopify/TaxonomyCategory/ae-2-1-2-2-6-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Fermoare > Fermoare cu capăt închis
gid://shopify/TaxonomyCategory/ae-2-1-2-2-6-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Fermoare > Fermoare cu capăt deschis
gid://shopify/TaxonomyCategory/ae-2-1-2-2-6-3    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Fermoare > Fermoare reversibile
gid://shopify/TaxonomyCategory/ae-2-1-2-2-6-4    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Articole fixare și închizători artizanat > Fermoare > Fermoare cu două sensuri
gid://shopify/TaxonomyCategory/ae-2-1-2-3        : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-3-1      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Vopsea pentru artă/artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-3-2      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Fixativi pentru proiecte artistice
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Cerneală pentru proiecte artistice
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Cerneală pentru proiecte artistice > Cerneală acrilică
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Cerneală pentru proiecte artistice > Cerneală pe bază de alcool
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-3    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Cerneală pentru proiecte artistice > Cerneală pentru caligrafie
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-4    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Cerneală pentru proiecte artistice > Cerneală pentru desen
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-5    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Cerneală pentru proiecte artistice > Tuș
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-6    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Cerneală pentru proiecte artistice > Cerneală sumi
gid://shopify/TaxonomyCategory/ae-2-1-2-3-3-7    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Cerneală pentru proiecte artistice > Cerneală pentru acuarele
gid://shopify/TaxonomyCategory/ae-2-1-2-3-4      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Glazuri pentru ceramică și olărit
gid://shopify/TaxonomyCategory/ae-2-1-2-3-5      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Vopsele pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-3-6      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Tușiere
gid://shopify/TaxonomyCategory/ae-2-1-2-3-7      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Vopsea, cerneală și glazură pentru proiecte de artizanat > Medii pictură
gid://shopify/TaxonomyCategory/ae-2-1-2-4        : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Forme și baze pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-4-1      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Forme și baze pentru proiecte de artizanat > Spumă și polistiren pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2      : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Forme și baze pentru proiecte de artizanat > Lemn și forme pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-1    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Forme și baze pentru proiecte de artizanat > Lemn și forme pentru proiecte de artizanat > Blocuri din lemn pentru proiecte de artizanat
gid://shopify/TaxonomyCategory/ae-2-1-2-4-2-2    : Artă și divertisment > Hobby-uri și artă > Artizanat > Materiale pentru artă/artizanat > Forme și baze pentru proiecte de artizanat > Lemn și forme pentru proiecte de artizanat > Decupaje din lemn pentru proiecte de artizanat
